id	text	HS	TR	AG
20683	Los artistas franceses critican el "puritanismo" de la campaña contra el acoso. 'La violación es un delito. Pero el coqueteo insistente o torpe no es un crimen, ni la caballería es una agresión machista "https://t.co/HIetXJEJiU a través de	0	0	0
24650	Opinión: ¿Es la inmigración masiva un problema? 15 consejos para resolverlo y evitarlo https://t.co/mr73IwBT0o https://t.co/iVpy1rAMyp	0	0	0
22225	¿Llegan a Perú 900 venezolanos cada día, cuántos más tendrán que venir para poder detener y detener esta invasión? Lo que ya no es una inmigración, las autoridades peruanas ni siquiera se quejan por este problema, solo reaccionará cuando se desborde.	1	0	0
24366	Cállate y hazme la cena.	1	1	1
21847	Baje la velocidad en mí, mirándome caliente, besándome sin querer moverme, su coño aprieta mi polla que entra y ... https://t.co/VWtKyQAEyj	0	0	0
21552	Sabías ? El baterista de Randy Ebright escribió "Frijolero". En un viaje a Houston, Texas, su hija sufrió discriminación en el aeropuerto, lo que llevó a Randy a componer a Frijolero. https://t.co/SrFsWbsTO2 https://t.co/l9DEt7OoEm	0	0	0
21863	Weon, la perra que tengo, comenzó a ladrar y ahora está callada, me temo AAA, voy a quemar la casa	0	0	0
20120	Los procesos administrativos deben ser rápidos para los inmigrantes inmigrantes, ya que el futuro de estos menores está en juego. Mañana, si quieren trabajar, continuarán sin esos papeles, los hombres terminarán en trabajos irregulares y las mujeres en la prostitución.	0	0	0
22289	Cállate la vieja y loca boca, lame mi perra axila.	1	1	1
22854	Ayy, gracias de verdad, te mereces todas las cosas buenas del mundo:> v / ahre lo eres + y me enamoro de la puta madre, no tengo WhatsApp; -; que no lo esperabas; Y	0	0	0
20002	El gobierno debe crear un estricto control de inmigración en las zonas fronterizas con Colombia porque después de 20-8 querrán venir en masa	1	0	0
24762	Para vivir con prietos, me gusta imaginar que son jeques o algo así, algún millonario árabe. Por eso no siento que me haya traicionado. El amor al dinero siempre supera un poco mi racismo.	1	0	1
23238	Cállate porque tengo pruebas para destruirte perra sucia y traicionera.	1	1	1
22006	Hecho: Colombia es un tipo de país que pertenece a SUDACA (sudores sudamericanos) donde hablan muy lentamente con un acento horrible e incomprensible, piensan incluso más despacio y siembran cocaína en las maletas de turistas extranjeros en sus aeropuertos.	1	0	0
23362	El fin de semana que va chano a sudaca dejaré el coche guardadito, mejor prevenir que curar.	0	0	0
20661	Golpear con cinturones entre 8 y ara decir k.sonlos.agredidos.pero caga k ahy y un video sin papeles, deténgalos y muéstreles la puta mierda tanto en negro. En los papeles de Paissin no es normal.	1	0	1
24623	La muerte, puede venir en cualquier momento y en cualquier lugar, aquí en el norte. Aquí solo eres carne. Y en los Estados Unidos, junto con los condenados israelitas, con mayor razón, esos cules son como los escorpiones güeros, se traicionan entre sí a gran escala, como en 11/09	1	0	0
24251	¿Es un insulto llamar a alguien un hijo albañil? Usted es escoria	0	0	0
22162	Veamos, te lo digo, no se trata de acoso, se trata de violaciones y asesinatos.	0	0	0
24416	Por suerte no le gustan los tatuajes, es mejor que no hagas nada en la cara porque te golpeo https://t.co/lNUgeyqlRp	0	0	0
24546	Tú eres el dolor y vas a curarte, no te preocupes.	1	1	1
23829	Salvamento Marítimo ha rescatado a 240 inmigrantes de origen norteafricano y del norte de África, entre ellos un bebé, mientras intentaban llegar a la costa española a bordo de doce barcos. https://t.co/Qomioguptv	0	0	0
23544	Estos son los pobres refugiados de Carmena, Ada Colau y Pedro Sánchez. Veamos lo que dicen, cuando comienzan a matar y violar, como ya han hecho con las mujeres aquí. https://t.co/x3Kz7Il7ro	1	0	0
24717	Gateway to Alternative Markets, con la participación de Cecilia Porras Eraso, presidenta ejecutiva de la Cámara de Comercio Árabe de Colombia, con una destacada experiencia en mercados internacionales. https://t.co/9QTpMtZY8l	0	0	0
20032	Eres demasiado perra	1	1	1
21531	Eres una perra	1	1	1
24791	Jajajajjajaja calla a la puta madre	0	0	0
20646	Alias ​​el país, que te mereces es una prisión bajo la tierra. Hijo de puta, chanda.	0	0	0
21800	No puedo creer que esto sea verdad. No entiendo qué diablos está pasando en el mundo.	0	0	0
23514	Cerda, envidiosa, de que pases muy mal tu puta vida, no mereces ni el agua que bebes https://t.co/yS3Og0w3tx	1	1	1
21760	Ayer MILITARES se manifestaron públicamente porque no han golpeado a los indocumentados. El ñemeo de la revolución de Castro, los "castró". Una imagen de la estampida de las capas vale más que un millón de palabras. Los soldados corruptos perdieron incluso su coraje personal. https://t.co/0M51lcwNtR	0	0	0
22519	Cállate la perra de boca ya no jugueteo	0	0	0
22431	Miguel Amante - Los rescates de inmigrantes indocumentados aumentan https://t.co/7gFAIAGKPL a través de	0	0	0
21264	Coño eh tu maldita perra pudrete mamagueba eres culpable	1	1	1
22169	Me da la vuelta, tienes que enseñarme a hacer el pelo, me cago en la puta JAJAJA.	0	0	0
23145	No me mires con esos ojos que como toda tu boca. - Cometelo. https://t.co/7L2yeCsIMN	0	0	0
20969	El remix mega árabe es roto por todos los amigos que están fuera	0	0	0
20126	Oh, cállate, perra.	1	1	1
21862	No lo será porque no lo he estado diciendo, y no solo yo, Dios me ayude, pero ahí están viendo lo que se avecina. Es todo ... https://t.co/nItWBSfLUF	0	0	0
20874	Callate Pajera chupa la polla si amas a esa perra maltratada	1	1	1
22962	Voy a provocar a la perra del hijo del jefe para ver si me muerde con una pierna o lo que sea, y así es como me incapacitan, y no vengo a trabajar en estos días no tan bonitos.	0	0	0
20260	- Confunde reina con perra, pf. Cállate antes de que empiece la peluca.	0	0	0
21651	Crezco bebé milo la verdad que ves en la cara que te golpeé	0	0	0
24206	Se estima que 800 personas venezolanas llegan a la ciudad de #BoaVista. Descubra las historias de estos inmigrantes con https://t.co/MAKg52gPoB https://t.co/LJrC7BlTdb	0	0	0
22699	Los aumentos de impuestos necesarios y temporales del Gabinete Rajoy pondrán fin a las manipulaciones de los inmigrantes # generando confianza	0	0	0
22485	[30/30 2:49] Alancito: Jaja jodida jaja [12/30 2:49] Alancito: Cállate Ok	0	0	0
24612	Reflexión el lunes: los inmigrantes que son rescatados en el mar son llevados a nuestras costas. ¿Por qué no se devuelven a los suyos? . De dónde vienen y de dónde pertenecen, de dónde son ciudadanos.	1	0	1
24914	Mucho rollo con los #JuanaRivasSomosTodos, pero en Ceuta y Melilla no documentados, no muestran sus pasaportes, atacan a la policía fronteriza con palos, incendios y cal y nadie sale. Todos en la piscina de Galapagar gastando un #FelizSabado	1	0	1
23111	No voy a llorar y decir que no merezco esto porque probablemente lo merezco por ZORRA	0	0	0
20194	Sé que soy la persona adecuada para estos momentos, no te lo mereces, pero eres mi hermano, hijo de puta, no hablo.	0	0	0
24307	eres lo que ya sabíamos una basura real, una escoria; El más marrano que enjambre a través de las redes. Im .. Imbé ... Imbécil	0	0	0
24142	Si en este día la persona está confundida y tú estás enseñando a esa perra de San Andrés y detonando.	0	0	0
24026	Tu follando Eres diferente . ️ Feliz Navidad, Año Nuevo y Reyes wey! No te dejes ver más.	1	1	0
22535	#Arabes #Shemagh #Kufiya #Hatta pañuelos de 1,10 x 1,10 metros en algodón de excelente calidad. Color #Arena #Sand https://t.co/wybywf9LVF	0	0	0
21742	Esta mujer es una perra que ama ... las cosas como son https://t.co/RWvUjPdynp	0	0	0
24661	Mis fondos en tg y WhatsApp son la polla, a pesar de que tg nunca se mostraría en Twitter porque hay un gran spoiler de black Clover xddd	0	0	0
23562	Cállate perra, déjame estar! Pero claro, si me tomo el corazón, ya sé lo que sintió Davy Jones.	1	1	1
24620	Cuando voy a un traslado, me pongo el atuendo arrugado y el pijama roto y roto en un lado ...	0	0	0
24443	Un árabe ofende a una mujer y escupe frente a ella, ¡PERO el eco del lado inesperado viene! https://t.co/d4MTlgsBnS	1	1	1
21585	Las roturas árabes de papichamp y ecko.	0	0	0
23143	USTED ESTÁ FOOLISH e interpreta solo lo que sale de su polla.	0	0	0
23710	- ¿Y por qué saltaste la valla en Melilla? - Bueno, escuchamos que fue una cola de indeseables y pallá que hemos ido ... https://t.co/k1vTgFeBxH	1	0	1
22627	Pregunta: ¿Cuánto afecta el desempleo a más sectores básicos de la economía debido a la presencia de inmigrantes? Si no puedo hacer esa pregunta, estamos jodidos.	1	0	0
20939	LLAMA A LA PUTA! ! !	1	1	1
23163	Arab me cebó tanto que quise masticar ladrillos	0	0	0
22763	Nos mereces que te agarre en las piernas del zorro, los gagajos y los combos en el viejo hocico culiao, con suerte no te cruces en mi camino.	0	0	0
24583	Q en los vuelos de VENEZUELA puso un boleto de $ 10 en el baño del avión. Q abrir una taquilla de inmigración cuando todos ya están capacitados. Q puso bolígrafos sueltos para llenar la plantilla de migración. ¡Allí podrían justamente filtrar a los abusadores y deportarlos PATRAS!	1	0	0
23031	Puta que fuiste de gilipollas para salir a decir una sola palabra, eres tan o más responsable de esta calamidad con tu pensamiento arcaico e irracional.	0	0	0
22074	Si mi abuelo estuviera vivo, su mejor comentario para mí sería "Pinche Güera".	1	1	1
23748	CÁLATE SU BOCA BOCA Y FELIZ AMIGO DE NAVIDAD <3 <3 <3 <3 <3 <3	0	0	0
20010	me haces eso te pego en la cara https://t.co/2drqUu5Rwc	0	0	0
22108	Emily aprovecha que no eres muy jodido: v jajajajjaja https://t.co/7S63NwxqBq	1	1	1
21690	Sánchez: - "Hemos aprobado una Ley contra la violencia de género" - "Las previsiones apuntan a un crecimiento del 2,7%" - anuncia la creación de un comando único para la inmigración. - "La inversión ha crecido un 5%" - "Mejoraremos las pensiones de jubilación y viudedad"	0	0	0
22636	Usted bien sabe que la inmigración a Europa de personas de origen árabe es un movimiento impulsado por Soros y los sionistas para crear un caos allí en Europa. Venganza ancestral de los judíos contra los vatianos romanos (año 70 arrase de HieroSalem). Raze ahora el vaticano. https://t.co/WXj499wA9D	1	0	1
24688	Shhh mori quiet crota, ve a enviar fotos a mi ex para que sirvas solo PUTA	1	1	1
22181	Trato policial en Algeciras 400 archivos por día de inmigrantes indocumentados - Radio La Primerísima (Comunicado de prensa) (blog) https://t.co/ubaetWIyNl	0	0	0
20360	La escoria de la ciudad es que los postes ya no son ambulantes y los imbéciles ya están arreglados.	0	0	0
23442	¿Con qué está cayendo, UCO, inmigración, Gurtel Valenciano, uso de Falcon, Dedazo decSanhes, concesiones a nacionalistas, etc. y el más sangrante es el maestro de Casado? pequeña mierda de prensa independiente	0	0	0
24722	| Twitter de mi corazón, conocí a una niña inmigrante de El Salvador que está aquí hace 4 meses en busca de una vida mejor, con sus padres. Esta buscando trabajo Usted tiene más estudios que todos nosotros juntos y documentación en orden. ¿Me ayudas a mejorar tu vida? Gracias	0	0	0
20298	Cómo arañazos de perro. Ve a chupar a Artur More oa tu madre puta y cállate.	0	0	0
21490	INMIGRANTES Pista con coro "" - LETRA - https://t.co/Hge7nUQ1Nc ZiR: https://t.co/K7qdDFhwz8 a través de "	0	0	0
23012	romana eres la puta de vince: v #RAW	0	0	0
23348	Somos yo y mi güero https://t.co/pXM1lN9xiK	0	0	0
21739	¿Dices que no eres otaku pero viste un anime de 148 capítulos, hola? ? ? - Cállate la puta madre https://t.co/g2Q88EbC3n	0	0	0
20700	¿Quieres saber tu futuro? Si no te gusta, puedes cambiarlo. DESTINO SUDACA https://t.co/kjZAPl2k3n	0	0	0
22445	Quiero seguir en muchos árabes / turcos / israelíes, creo que tengo una cara de terrorista y no me di cuenta.	1	0	0
24552	callate perra	1	1	1
21068	¡LOS INMIGRANTES ILEGALES DEBEN SER DEPORTADOS A SU PAÍS DE ORIGEN AHORA! ! - El Gobierno creará un único comando policial para combatir la inmigración ilegal https://t.co/8drls5owWB a través de	1	0	1
22116	jajajaja la portada de depor con flores, ramos y mejillas como jeques árabes	0	0	0
23680	Para él eres la perra y según tú era un caballero.	1	1	1
24087	Simplemente me mostraron una prueba de anatomía de otra universidad (no diré cuál) es una broma de mierda.	0	0	0
22702	Eres un tipo malo que no mereces ser una puta puta feliz perra	1	1	1
21067	Cállate perra perra, después de que quieras que no sea un imbécil con tu puta perra, deja de creer que eres gringa si naciste en el CDMX Deseguro	1	1	1
20440	Esque puta cállate y no pienses más.	1	1	1
20150	En Ceuta hay una montaña que simboliza todo lo que sucede a ambos lados de la cerca PERFILADA en la roca, con el busto ... https://t.co/lH5kGLlkzQ	0	0	0
20102	y los latinos se llaman sudacas, conquistados e incivilizados, ¿qué cosas no? (no todos) https://t.co/Ew6hpH5wIa	1	0	1
20179	Uno más estúpido dirás, hasta que el gallo ya era gente con las travesuras de Alves y Neymar ...	0	0	0
23920	Estos hombres, tienen un cuerpo de atletas, no hay hambre en sus caras, no hay fatiga, están bien. Si saben cómo manejar cómo dañar. ¿REFUGIADOS? Unos 400 migrantes subsaharianos acceden a Ceuta después de saltar su cerca fronteriza https://t.co/hrA7Zpu9WI	0	0	0
24984	Toñito otra vez tu? ? ? ¡Cállate y disfruta del triunfo de nuestro equipo perra perra madre! ! !	0	0	0
21745	Acabo de mostrar mi polla y no estoy muy orgulloso de ella, me salté las últimas 2 horas y estoy en casa, ¿quién viene?	0	0	0
23782	¡Hija de Re mil puta, mereces una foto en la puta de mierda! ! !	1	1	1
20706	Cállate Tilinga atorranta vergüenza da x x ser una perra, digo de montonera ocupar un puesto de diputado	1	1	1
23965	Hola me dijeron que tu novia es una perra	1	1	1
21395	Un día me dieron un muy buen consejo: si no vas a decir nada inteligente, CÁLLATE LA PUTA MOUTH. Aplícalo porfa.	0	0	0
24013	COMO UNA ZANJA MADRE TENGO AQUELLOS INSTAGRAMAS QUE CON 1.000 SEGUIDORES ENSEÑAN Y ENSEÑAN AL CULO LAS FIGURAS PÚBLICAS AUTOCOMPUSADAS, PINCHAN PERRAS SIN AMOR EL ODIO PUTEJAS PENDEJAS	1	0	1
23953	Mi madre me trajo unas zapatillas de tenis Adidas y no son mamás súper hermosas	0	0	0
24292	Ay, cállate, no eres tú puta divina	1	1	1
24135	personas que se quejan de la inmigración ilegal ... es muy arriesgado para los españoles que no sean los altos cargos que se llevan millones y millones en nuestra cara, con la menor parte de lo que nos robaron para ayudar a los inmigrantes años y años xdd ves el plumero ! ! ! https://t.co/Vj0nv74ECw	0	0	0
21835	Si realmente dejaste así a la perra, eres una persona de mierda y te mereces la peor pana. Es asqueroso	0	0	0
23056	Pedro Sánchez renuncia y autoriza a Open Arms a desembarcar a 87 inmigrantes ilegales - Rambla Libre. "¿Qué tan importantes son estas admisiones cuando, a lo largo de las costas de Cádiz, en apoyo de las mafias, admitimos miles de personas cada semana", dice Pedro Sánchez. https://t.co/nCLSWwwKaO	0	0	0
20487	Debe ser el gallo el ser insensible a la ironía, caminar por la calle de mierda diciendo tonterías, ser rechazado y te atreves a discutir la fuente con cuatro tonterías que suenan.	0	0	0
24263	Porque el tema se rompe es tan pegadizo y árabe que no te lo digo	0	0	0
20568	les arabes https://t.co/93F49DMfQe	0	0	0
24896	CALLATE ANA TOY BAD CON TU BITCH	1	1	1
23400	Eres mas de estar chura	0	0	0
23210	He visto personas más gordas con brazos peludos que personas felices.	0	0	0
22247	Cállate perra si te gusta estar con todos.	1	1	1
22160	Supongamos, si me acerco a la Cerca de Ceuta y le arrojo piedras o similares a los "inmigrantes" que, en su intento de entrar ilegalmente en España, atacan a los guardias civiles con diferentes ácidos, cal viva, etc. ¿impune? ? ?	1	0	1
22472	El apuesto árabe quiere que le enseñe español.	0	0	0
21930	Cállate, hijo de tres mil perras. También eres responsable de lo que sucede, tienes un micrófono y defiendes esto.	0	0	0
24922	NO + INMIGRACIÓN NO + INVASIÓN NO MÁS INMIGRANTES, DEPORTACIÓN MASIVA AHORA! ! ! #DefiendeChile #ChilePrimero # SocialPatriotas2022 https://t.co/npFnkVLpoV	1	0	1
23425	Además de los dólares donados por los Emiratos Árabes para la reconstrucción de Santa Olga $ $ $ https://t.co/29A2iSUkYV	0	0	0
20886	LLAMA A LA PUTA! Mis alegrias veasveeen	1	1	1
22863	Malditos árabes, ¿cómo pueden entender esto https://t.co/7sPjVFSI6u?	1	0	1
23285	FAV es intimidación ... RT es violación (?)	0	0	0
22507	Hoy nos sentimos muy felices de recibir noticias de Soda desde casa, ya que no habíamos tenido noticias de ella durante mucho tiempo. Muchas gracias por las fotos a tu familia.	0	0	0
20034	El papapapartido imimimporta ... callate tartaja! ! ! Vamos polla de madeira	0	0	0
23662	#Ecuador facilitará la entrada y salida de su territorio de menores indocumentados bajo el "flujo inusual" de venezolanos, dijo el sábado el Ministerio de Relaciones Exteriores. https://t.co/rw8cf0YBgN	0	0	0
22813	Menos alboroto y más hechos: #GuardiaCiviles exige una verdadera protección legal en el ejercicio de sus funciones. Comenzando con las agresiones y lesiones producidas en la valla de Ceuta. https://t.co/QGRhFIVRkt	0	0	0
21408	Tengo miedo cuando un árabe me sigue.	1	0	1
22236	La Gendarmería fue directa para provocar, son hijos de puta. Tienes que bajar a este maldito gobierno.	0	0	0
20455	Q hijo de puta. Cállate #LQSAForever	0	0	0
20664	Vergüenza de cerrar 2017 con el asesinato de Diana Quer, la violación de los San Fermines y el acoso que aún existe, es hora de detenerlo, mujeres y hombres por el feminismo, por la IGUALDAD, porque hay pocos locos, pero tienen causó demasiada desgracia ya #noalaviolenciamachista	0	0	0
22203	Venezuela | Solidaridad desde la República Árabe #Siria El legítimo presidente Bashar Al Asad condenó los hechos. "Siria confía en la capacidad del gobierno venezolano para tratar asuntos internos en el marco de las instituciones y respetar la Constitución" https://t.co/1WE4RDf0lV	0	0	0
21516	SEMEN Difundimos un movimiento necesario. http://t.co/P6hfGRZ0Tm	0	0	0
24328	Puta que me hace bien el silencio del hocico https://t.co/feBLWc61ao	1	1	1
22758	es que con ese escote pareces una puta ',' esa falda corta ... ',' las medias de red ... (puta) 'de todos modos.	1	1	0
20772	La casa de mi novia es la jodida leche, las serpentinas de los vecinos, la casa porno, ¡lo tiene todo!	0	0	0
23196	Cállate perra, es la verdad.	1	1	1
22820	#LoNuevo poesía feminista arabe? Aquí hay una muestra https://t.co/aQX8TKPlwb https://t.co/W1cyXRe3sa	0	0	0
21371	Los comunistas han pasado de disparar a los que huyen saltando del muro en Berlín, si eres subsahariano, date una pequeña paguita.	1	0	1
23905	Cállate eres la cárcel hijo de tu puta mae	0	0	0
20365	¿Y eres una perra?	1	1	1
23585	Analicemos esto: si llevas pantalones cortos así, en la calle, ¿qué esperas que te digan? Intimidación ? O provocación ... https://t.co/vRDyNzMdCG	1	0	0
24730	O Panamá es muy joven, o eres una perra.	1	1	0
23347	# 01Ago Cuando el documento de identidad del país sea el único documento para todo, comenzarán a restringir los documentos de identidad, como el pasaporte. ¿A donde escapar indocumentado?	0	0	0
22956	* Último minuto * * Para el conocimiento de todos, a "CARLOS PISTOLA" traficante indocumentado que fue arrestado transportando a 17 haitianos ilegales en un vehículo cívico de honda, solo lo impusieron ... https://t.co/sWyZdB0Fx9	0	0	0
21638	Cállate, ladrón, sigue vendiendo tu puta.	1	1	1
21589	conoces al chico polla? y no estoy hablando de jordi - xd estás aquí para ver https://t.co/UsPceGCxUl	0	0	0
24980	#OJO arrestado en 95 #indocumentado en el desierto de Arizona #internacional # https://t.co/h04VR2nKJJ https://t.co/lByJY2iXaJ	0	0	0
20957	Buena descripción, aunque te olvidaste de decir la puta moralista. Todo el mundo tiene que ENSEÑARTE y EDUCARTE con tu jodida moralina de las bolas. Es una serie muy milenaria.	0	0	0
22279	Miki nadal calla la puta ducha de las bolas del papa	0	0	0
24403	Le pedimos a las sudacas seudo feministas que nos explicaran de dónde viene la capital para hacer sus pañuelos verdes y terminamos en el estado de Israel, una verdadera agencia de noticias.	1	0	1
20093	Lo peor de todo es que eres parte de la culpa de la destrucción de Venezuela, hijo del gran PUTA, y por encima de todo aún eres chávez MALPARIDO. ahora no valen la pena los arrepentimientos, tienen 18 años, llevan PALO y pasan roncha, y ahora mismo	0	0	0
24152	¿Cómo es la canción árabe para los bailarines?	0	0	0
23775	Vas a querer güero de gambas seco! ? El camarón seco en #Chiapas de nuestras costas es un alimento de gran consumo para la gente de Chiapas, se prepara con tomate, cebolla y chile picado con un toque de limón, siendo este un bocadillo popular exquisito.	0	0	0
20357	Lo menciono de nuevo porque me molesta que, por los idiotas que tienen que hacer tonterías, los animales mueren innecesariamente y las familias tienen que pasar por eso; Porque le pasa a mi perro y te golpeo el petardazo en la cara hijos de puta. https://t.co/hQV68mqHiX	0	0	0
22319	Los ridículos de mi TL que juzgan qué es acoso o no mientras no lo experimentan. Mida con su feministómetro en otro lugar, BAI https://t.co/cf6pnC2ylj	0	0	0
20982	Usted era un hombre de pocas palabras, con un silencioso hijo de puta a quien habría servido.	0	0	0
24314	¿Puede alguien decirme que en una queja de acoso o violación PROBADO, la sociedad se ha puesto del lado del agresor? Es para un amigo https://t.co/eTgykUcA2f	0	0	0
23277	SIII LA RE PUTA MADRE, LO GRITA COMO OBJETIVO ... LO DESCOLOCÓ Y LO REEUDA. SOMOS BICAMPEÓNA	0	0	0
24776	No soy racista, pero es una excusa para que la izquierda introduzca una cultura radical y violenta en España mientras elimina la religión https://t.co/xKQc53pnLg https://t.co/NHi1Tl8teu	1	0	1
20999	USTED NO PUEDE SER UN LINER O UN HIJO DE UNA ZANJA. Q DIOS LE DA MUCHO TODO TIPO DE ENFERMEDAD. Te mereces lo peor del mundo.	0	0	0
23182	Creo que la aberración es la violación y el acoso, creo que las quejas contra la ley y / o los medios de comunicación deben hacerse de manera inmediata para que se tomen medidas in situ y no más tarde, con el solo hecho de viralizar y acosar al perso.	0	0	0
20624	Las prostitutas dependerán de ti coño Pablo Fernández, puto puta!	0	0	0
20057	Los inmigrantes intentan escapar de Ceuta escondidos en un ferry https://t.co/PzsYXikVuh a través de	0	0	0
24143	Cállate, nunca tendrás una mujer así en tu puta vida. Puto macho	0	0	0
24200	Educar en igualdad. Nada más . Enseñar respeto.	0	0	0
24477	Primer país árabe en despenalizar la homosexualidad. #Libano Después de largos debates, el tribunal deja "sin efectos legales" el artículo 534 del Código Penal que condenó el amor entre personas del mismo sexo con la prisión https://t.co/9thMXV6zD0 https://t.co/ pxd2Y0Zt9V	0	0	0
20196	Cállate que no tienes ningún rollo.	1	1	1
21427	No mereces que te respondan, pero aún así, lo haré. No me conoces para decir que soy una perra. Lo usas como un insulto, y dice mucho sobre ti. Estoy seguro de que un tío como tú, que está diciendo "zorro" a una tía sin razón, también tiene patadas a las tías. https://t.co/wLuQpKxWkx	0	0	0
22198	Lo peor que puede hacer un país es dar una carta abierta a los inmigrantes. El Perú lo hizo fácil para muchos criminales, sin tanta formalidad, visas para todos. Más control, más respeto y aceptación para todos.	1	0	1
20698	#SNInternacional Más de 40 muertos y decenas resultaron heridos en el ataque de la coalición árabe contra Al Hudaida https://t.co/0iBW05Shgg	0	0	0
22509	Qué chiste Sin papeles, sin dirección conocida ... Puede ser en cualquier lugar ahora. E incluso si lo atrapan, será lo mismo, lo defenderán los brazos abiertos y todas las instituciones https://t.co/kKgIAY6sBK	1	0	0
21506	8 de la mañana y Gus escuchando a Arab jajaja desde temprano.	0	0	0
22019	Tres indocumentados, narcóticos y armas fueron asegurados durante un registro domiciliario en Calexico. https://t.co/Sm5nCuFKzq # LaCrónicaBC https://t.co/jOpyzBxhIU	0	0	0
22016	El PP ha regresado: Casado siembra vientos y recolecta ... Un vicepresidente del Consejo Provincial de Alicante (PP) defiende las "deportaciones masivas" de inmigrantes, a quienes él acusa de una "invasión silenciosa" https://t.co/ 33Gl1eYoy0 via	0	0	0
24016	VIDEO: Los 30 segundos más brillantes que resumen todo el conflicto árabe israelí https://t.co/TrbGPfWhjm	0	0	0
24383	Reverendos hijos de puta, dejen de provocar a la gente! ! !	0	0	0
21045	A todos los que critican la llegada de inmigrantes y creen que les quitan el trabajo, les brindan demasiada ayuda, y así sucesivamente, que observan el programa de AR de hoy a partir de los 10. Y les permiten seguir con lo que han dicho: "Ellos vienen para hacer el trabajo que los españoles no quieren.	0	0	0
21774	No tienes ni puta idea, está claro.	0	0	0
21145	¿Cuándo viajará la mujer a la luna? Cuando hay que limpiarlo.	1	0	0
20320	Whore the weon swells balls ... criticas por tu programa, pero eres un panelista en primer plano ... CLOSE UP PO WEEEOON! ! ! ... Chanta!	0	0	0
21625	Hey: tu nabo es una pequeña polla y eres un cornudo	0	0	0
24685	Por suerte, obtienes un crimen por odio y no un golpe en la frente como mereces, escoria https://t.co/cRpnoDwp5W	0	0	0
22847	No quiero enseñarle a mi papá a usar Whatsapp porque en su grupo de natación hay mucha puta suelta.	1	1	1
22705	Cállate perra, recalienta a los que se lanzan ejecutivos de TV Azteca cada vez que pasas saltando de gallo en gallo, por eso dejaste a Fernando, porque te encanta la broma.	1	1	1
24838	¿Cómo diablos puedes decir que la fiesta de Benzema es mala, hijo de la gran puta? No mereces seguir disfrutando de este deporte si piensas eso.	0	0	0
24819	Cada vez que escucho a un inmigrante hablar sobre su país anfitrión, solo escucho palabras de agradecimiento. Despreciar el lugar que te ha dado todo, solo se ve en cataluña.	0	0	0
21729	No todos los inmigrantes que llegan son asesinos, pero es cierto que el Islam y el 100% de los seguidores no toleran la homosexualidad, que las mujeres que se perfuman a sí mismas son perras, que las mujeres no tienen los mismos derechos ... pero los radicales somos nosotros. otros ...	1	0	1
24559	Cállate perra	1	1	1
20281	RECHAZADO SÍ, LOS INMIGRANTES LOS NECESARIOS Y AQUELLOS QUE REALMENTE PUEDEN ASISTIR, creo que España solo debería acoger de manera ordenada a los inmigrantes latinoamericanos de habla hispana, cristianos, que ... https://t.co/mo1PM2oR2l	1	0	0
